City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ovalle,-30.5983,-71.2003,22.02,49,47,1.29,CL,1691089006
366,sheregesh,52.9209,87.9869,15.55,99,100,1.71,RU,1691089006
367,guadalupe y calvo,26.1,-106.9667,26.91,31,19,2.19,MX,1691089006
368,mount pearl,47.5166,-52.7813,24.19,48,75,5.66,CA,1691088654
369,soc trang,9.6033,105.98,25.45,92,96,3.26,VN,1691089007
370,louga,58.7372,29.8453,19.18,79,100,2.68,RU,1691089007
371,port-vila,-17.7338,168.3219,22.78,83,100,1.03,VU,1691088614
372,zouerate,22.7187,-12.4521,41.94,8,8,6.44,MR,1691088480
373,safotu,-13.4513,-172.4018,27.51,78,5,6.82,WS,1691089008
374,bekovo,52.4663,43.712,21.19,71,16,1.18,RU,1691089008
375,pollenca,39.8768,3.0163,26.55,68,26,5.95,ES,1691089008
376,saint croix,17.7397,-64.7388,30.25,68,100,5.14,VI,1691089008
377,lupane,-18.9315,27.807,15.88,43,87,2.26,ZW,1691088627
378,sangonera la verde,37.9286,-1.2079,29.9,74,13,0.89,ES,1691089010
379,bantay,17.5847,120.3892,27.2,82,100,8.93,PH,1691089010
380,karratha,-20.7377,116.8463,20.87,73,19,3.01,AU,1691088641
381,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,6.17,EC,1691088743
382,sainte-anne-des-monts,49.124,-66.4924,17.93,68,100,3.09,CA,1691088722
383,alaghsas,17.0187,8.0168,29.94,58,20,7.2,NE,1691089011
384,marathon,44.9,-89.7668,32.15,54,75,5.66,US,1691089011
385,waddan,29.1614,16.139,34.1,15,0,4.68,LY,1691088668
386,ballina,-28.8667,153.5667,12.1,76,70,1.86,AU,1691089012
387,kapa'a,22.0752,-159.319,27.18,80,75,8.75,US,1691088603
388,prince rupert,54.3161,-130.3201,16.05,91,0,2.06,CA,1691089016
389,strugi-krasnyye,58.2675,29.1114,17.8,78,100,3.46,RU,1691089016
390,ancud,-41.8697,-73.8203,7.9,70,24,1.37,CL,1691088578
391,zabid,14.1951,43.3152,32.97,44,81,5.36,YE,1691089016
392,awjilah,29.1081,21.2869,34.28,20,0,5.11,LY,1691089017
393,ust'-uda,54.1742,103.0304,16.13,53,100,0.64,RU,1691089017
394,mhamid,29.82,-5.72,40.9,5,0,2.97,MA,1691089017
395,dolores,-36.3132,-57.6792,12.35,36,8,1.18,AR,1691089017
396,skagen,57.7209,10.5839,17.48,83,73,6.18,DK,1691089018
397,zhangye,38.9342,100.4517,21.7,42,0,3.1,CN,1691088687
398,antonio enes,-16.2325,39.9086,21.8,83,49,3.8,MZ,1691089018
399,flying fish cove,-10.4217,105.6791,24.82,94,100,5.14,CX,1691088579
400,ballymoney,55.0708,-6.5101,14.18,91,99,8.85,GB,1691089019
401,lovisa,60.4566,26.2251,19.05,85,100,7.93,FI,1691089019
402,sisimiut,66.9395,-53.6735,7.86,79,51,4.55,GL,1691088551
403,januaria,-15.4833,-44.3667,31.81,23,69,1.57,BR,1691089020
404,loango,-4.6719,11.8312,20.76,86,100,3.64,CG,1691089020
405,carloforte,39.145,8.3058,25.4,85,0,6.01,IT,1691089020
406,katsuura,35.1333,140.3,26.34,89,48,6.65,JP,1691088699
407,tsiombe,-25.3,45.4833,18.8,59,21,7.52,MG,1691088617
408,el granada,37.5027,-122.4694,26.07,79,75,5.66,US,1691088674
409,axim,4.8699,-2.2405,24.39,81,69,2.78,GH,1691089021
410,gokceada,40.2011,25.909,29.6,66,0,0.73,TR,1691088923
411,nar'yan-mar,67.6713,53.087,21.01,68,53,1.94,RU,1691088564
412,klyuchi,52.2667,79.1667,20.35,66,97,0.92,RU,1691088573
413,gadzhiyevo,69.2551,33.3362,20.18,68,58,4.0,RU,1691088662
414,melekhovo,56.2773,41.2935,22.18,72,100,2.46,RU,1691089022
415,bam,29.106,58.357,32.29,10,0,4.27,IR,1691089023
416,cova figueira,14.8905,-24.2934,23.22,76,32,2.69,CV,1691089023
417,pasni,25.2631,63.471,27.44,84,100,2.35,PK,1691089023
418,amursk,50.2261,136.8994,14.05,74,99,5.64,RU,1691089024
419,sakiet sidi youssef,36.2229,8.3555,34.76,28,0,3.48,TN,1691089024
420,kirakira,-10.4544,161.9205,24.91,91,100,3.57,SB,1691089024
421,wuwei,37.9281,102.6414,19.71,72,100,3.66,CN,1691089024
422,tashla,51.7716,52.7427,22.46,57,89,3.66,RU,1691089025
423,altai,46.3722,96.2583,16.37,48,100,1.23,MN,1691089025
424,chiang klang,19.2938,100.8617,24.31,100,100,1.21,TH,1691089025
425,jesup,31.6074,-81.8854,32.75,55,40,1.54,US,1691089026
426,atafu village,-8.5421,-172.5159,28.04,76,93,6.43,TK,1691088589
427,geraldton,-28.7667,114.6,6.23,87,0,3.6,AU,1691088595
428,fale old settlement,-9.3852,-171.2468,28.3,70,100,7.15,TK,1691088579
429,wakkanai,45.4094,141.6739,19.93,99,100,3.84,JP,1691089027
430,egilsstadir,65.2653,-14.3948,11.95,66,20,6.17,IS,1691088671
431,pudozh,61.8099,36.5345,19.03,82,85,2.69,RU,1691089027
432,villa vasquez,19.7411,-71.4464,31.91,58,96,7.05,DO,1691089027
433,kerikeri,-35.2268,173.9474,7.42,92,4,2.08,NZ,1691088692
434,san luis de la loma,17.2706,-100.8939,28.78,73,100,3.29,MX,1691088681
435,kilindoni,-7.9139,39.6668,24.45,80,10,8.87,TZ,1691088620
436,hotan,37.0997,79.9269,27.37,32,9,2.33,CN,1691088941
437,neka,36.6508,53.299,27.73,83,75,2.06,IR,1691089028
438,wenxing,28.6667,112.8833,28.08,80,3,0.78,CN,1691089029
439,satipo,-11.2522,-74.6386,33.4,29,22,0.97,PE,1691089029
440,champerico,14.3,-91.9167,34.3,65,79,4.95,GT,1691089030
441,valdivia,-39.8142,-73.2459,11.05,65,5,2.38,CL,1691088771
442,darwin,-12.4611,130.8418,22.99,83,40,0.0,AU,1691089030
443,mossel bay,-34.1831,22.146,17.96,48,13,3.96,ZA,1691089030
444,lazaro cardenas,17.9583,-102.2,28.73,77,100,2.45,MX,1691088508
445,lycksele,64.5954,18.6735,16.93,72,100,2.06,SE,1691088596
446,magadan,59.5667,150.8,18.63,68,100,1.96,RU,1691088846
447,achacachi,-16.05,-68.6833,12.69,30,11,4.24,BO,1691089031
448,goure,13.9835,10.2704,34.53,36,69,3.3,NE,1691089032
449,kailua-kona,19.6406,-155.9956,28.61,78,40,4.12,US,1691088366
450,dunedin,-45.8742,170.5036,7.67,77,10,0.89,NZ,1691088381
451,lyubim,58.3625,40.6843,18.72,91,100,2.01,RU,1691089032
452,port hedland,-20.3167,118.5667,20.03,100,40,2.57,AU,1691089033
453,charters towers,-20.1,146.2667,13.1,92,0,4.2,AU,1691089033
454,nakamura,32.9833,132.9333,24.23,97,38,1.44,JP,1691089033
455,beloyarskiy,63.7119,66.6722,21.22,70,100,1.0,RU,1691089034
456,sinabang,2.4803,96.3801,26.22,84,80,1.58,ID,1691088599
457,kidal,18.4411,1.4078,38.77,22,14,3.13,ML,1691088512
458,grayslake,42.3445,-88.0417,31.03,57,20,0.89,US,1691088374
459,vanino,49.0869,140.2543,13.37,79,100,1.59,RU,1691089035
460,ghat,24.9647,10.1728,36.4,15,12,2.76,LY,1691089035
461,huarmey,-10.0681,-78.1522,22.73,65,0,4.93,PE,1691088696
462,cookstown,54.6431,-6.746,13.99,85,25,7.01,GB,1691089036
463,prado,-17.3411,-39.2208,23.86,71,7,4.46,BR,1691089037
464,sodankyla,67.4167,26.6,16.41,96,100,3.0,FI,1691089038
465,lerwick,60.1545,-1.1494,13.0,85,100,7.61,GB,1691088690
466,beohari,24.05,81.3833,25.45,92,100,1.99,IN,1691088474
467,dryden,49.7833,-92.7503,24.16,53,0,3.6,CA,1691088587
468,kolpashevo,58.3131,82.9089,17.53,88,6,1.72,RU,1691089038
469,yesilhisar,38.3497,35.0867,24.91,32,0,2.62,TR,1691089039
470,hirara,24.8,125.2833,28.15,94,100,14.92,JP,1691089039
471,tura,25.5198,90.2201,24.08,97,100,2.88,IN,1691088610
472,kaa-khem,51.6833,94.7333,19.37,60,100,1.94,RU,1691089040
473,maryville,35.7565,-83.9705,24.95,94,100,7.2,US,1691088936
474,forres,57.6113,-3.6108,14.32,85,100,5.14,GB,1691089040
475,radomsko,51.0671,19.4448,17.72,69,0,7.98,PL,1691088606
476,bodaybo,57.8506,114.1933,14.94,84,0,0.97,RU,1691089041
477,owerri,5.4833,7.0304,23.83,89,98,1.78,NG,1691089041
478,campbell river,50.0163,-125.2446,23.66,52,40,2.06,CA,1691089041
479,singaraja,-8.112,115.0882,24.0,81,21,2.34,ID,1691089042
480,vadso,70.0744,29.7487,20.49,88,0,4.63,NO,1691088608
481,muslyumovo,55.3033,53.1947,20.57,67,24,2.08,RU,1691089042
482,barah,13.7,30.3667,29.01,58,97,1.36,SD,1691089042
483,parfino,57.9731,31.6481,19.31,87,100,2.87,RU,1691089043
484,bukama,-9.2,25.85,25.23,35,5,1.59,CD,1691089043
485,gilgit,35.9221,74.3087,30.07,45,16,1.04,PK,1691089043
486,viedma,-40.8135,-62.9967,13.85,19,1,9.76,AR,1691088615
487,butembo,0.15,29.2833,16.79,71,99,1.19,CD,1691088918
488,bunda,-2.05,33.8667,24.73,41,100,3.1,TZ,1691089044
489,mendi,-6.1761,143.6513,13.25,100,100,0.73,PG,1691089044
490,smithers,54.7804,-127.1743,18.18,59,20,1.54,CA,1691088459
491,sidi okba,34.7451,5.8983,42.16,11,0,1.54,DZ,1691089045
492,valle de la pascua,9.2155,-66.0073,30.89,61,68,1.48,VE,1691089045
493,kingston,17.997,-76.7936,33.53,68,20,7.2,JM,1691088502
494,barra de santo antonio,-9.4047,-35.5072,26.6,68,60,5.05,BR,1691089045
495,evansville,37.9748,-87.5558,27.97,88,100,0.0,US,1691089046
496,acarau,-2.8856,-40.12,29.39,64,6,8.66,BR,1691089046
497,ouani,-12.1322,44.4258,24.89,73,96,4.86,KM,1691089047
498,sooke,48.3746,-123.7276,26.99,67,35,1.78,CA,1691089047
499,bejaia,36.7559,5.0843,29.6,58,0,2.06,DZ,1691089047
500,alpena,45.0617,-83.4327,31.18,52,40,6.17,US,1691088669
501,ar rumaythah,31.5263,45.2025,37.93,11,0,4.55,IQ,1691089048
502,codrington,-38.2667,141.9667,17.43,45,100,10.55,AU,1691088594
503,steinbach,50.1667,8.5667,18.88,79,20,5.66,DE,1691089048
504,calafat,43.9911,22.9328,28.83,38,0,3.14,RO,1691089048
505,kharp,66.8014,65.8081,19.15,68,0,2.98,RU,1691089049
506,belem de sao francisco,-8.7539,-38.9658,28.1,48,100,7.07,BR,1691089049
507,gannan,47.9147,123.5031,18.27,98,100,6.72,CN,1691089049
508,lethem,3.3803,-59.7968,29.03,84,75,6.17,GY,1691089049
509,oneonta,42.4529,-75.0638,25.12,75,100,0.83,US,1691089050
510,washington,47.5001,-120.5015,29.53,27,100,1.7,US,1691089050
511,mbekenyera,-10.0,38.9833,23.23,56,99,2.5,TZ,1691089050
512,porto belo,-27.1578,-48.5531,28.77,78,9,3.93,BR,1691089051
513,vieux fort,13.7167,-60.95,31.64,71,20,5.66,LC,1691089051
514,alesund,62.4723,6.1549,15.97,89,75,3.6,NO,1691089051
515,santa rosalia,27.3167,-112.2833,33.41,47,5,3.74,MX,1691089051
516,mersa matruh,31.3525,27.2453,29.11,70,0,3.09,EG,1691089052
517,las heras,-46.5419,-68.9359,8.22,41,100,13.52,AR,1691089052
518,bereket,39.2446,55.5154,29.75,49,36,5.99,TM,1691089052
519,dashitou,43.3067,128.5114,21.31,97,100,1.89,CN,1691089052
520,sotouboua,8.5667,0.9833,28.02,95,1,1.42,TG,1691089053
521,taltal,-25.4,-70.4833,18.17,74,23,2.17,CL,1691089053
522,inyonga,-6.7167,32.0667,23.07,40,100,4.4,TZ,1691089053
523,anna regina,7.2644,-58.5077,29.64,66,6,3.84,GY,1691089053
524,arteaga,18.4667,-102.4167,23.21,83,100,1.32,MX,1691089054
525,christchurch,-43.5333,172.6333,3.3,94,0,1.03,NZ,1691088755
526,shakhun'ya,57.6758,46.6114,17.86,80,19,0.59,RU,1691089054
527,tadine,-21.55,167.8833,19.13,83,100,9.76,NC,1691089055
528,dinard,48.6314,-2.0614,17.21,86,100,6.17,FR,1691089055
529,neftcala,39.3742,49.2472,27.89,60,3,3.64,AZ,1691089055
530,an nimas,19.1455,42.1201,20.72,47,79,0.68,SA,1691089056
531,east ballina,-28.8667,153.5833,12.11,75,72,2.05,AU,1691089056
532,port sudan,19.6175,37.2164,33.44,45,13,2.73,SD,1691089056
533,letterkenny,54.95,-7.7333,14.96,83,61,5.97,IE,1691088992
534,gorontalo,0.5412,123.0595,23.49,92,7,1.03,ID,1691089057
535,hobyo,5.3505,48.5268,25.49,79,100,13.42,SO,1691088643
536,strathalbyn,-35.2667,138.9,16.61,92,9,7.17,AU,1691089057
537,mata-utu,-13.2816,-176.1745,27.21,79,45,6.13,WF,1691089057
538,ust'-charyshskaya pristan',52.3934,83.6635,17.18,94,79,1.17,RU,1691089057
539,savannakhet,16.566,104.751,24.05,96,100,5.93,LA,1691089058
540,bengkulu,-3.8004,102.2655,24.14,92,83,2.04,ID,1691088653
541,hasaki,35.7333,140.8333,25.73,92,44,5.46,JP,1691088567
542,vuktyl,63.8567,57.3094,18.21,92,89,1.85,RU,1691088692
543,pervomayskoye,43.919,46.7102,25.29,48,100,1.46,RU,1691089059
544,kapuskasing,49.4169,-82.4331,19.05,88,75,3.6,CA,1691088641
545,nagqu,31.5,92.0,7.57,88,100,1.44,CN,1691089060
546,kuanda,56.3161,116.0806,14.51,72,36,1.51,RU,1691088703
547,yen vinh,18.6667,105.6667,25.66,86,98,1.95,VN,1691089061
548,camayenne,9.535,-13.6878,28.05,83,75,4.12,GN,1691089062
549,waingapu,-9.6567,120.2641,23.16,89,4,3.62,ID,1691089062
550,bandundu,-3.3167,17.3667,29.52,34,83,1.85,CD,1691089062
551,cortez,37.3489,-108.5859,26.07,32,0,2.57,US,1691089062
552,severo-yeniseyskiy,60.3725,93.0408,12.62,83,5,2.3,RU,1691089063
553,samana,19.2056,-69.3369,33.12,70,40,4.12,DO,1691089063
554,lagonegro,40.1283,15.7615,19.09,88,0,0.38,IT,1691089063
555,betio village,1.358,172.9211,26.02,74,28,1.1,KI,1691089063
556,kingscliff,-28.2667,153.5667,14.89,82,40,2.57,AU,1691089064
557,abadeh,31.1608,52.6506,26.36,16,0,4.59,IR,1691088841
558,kirensk,57.7853,108.1119,13.34,69,100,1.59,RU,1691088669
559,port moresby,-9.4431,147.1797,23.68,73,40,7.72,PG,1691089065
560,kangal,39.2335,37.3911,20.28,63,0,4.31,TR,1691088923
561,huadian,42.9633,126.7478,22.68,96,100,3.16,CN,1691089065
562,camocim,-2.9022,-40.8411,29.37,65,8,7.64,BR,1691089065
563,emerald,-23.5333,148.1667,10.75,80,0,3.74,AU,1691089066
564,port-gentil,-0.7193,8.7815,22.85,77,100,4.31,GA,1691088645
565,bamboo flat,11.7,92.7167,28.05,83,40,2.57,IN,1691088588
566,agat village,13.3886,144.6585,27.52,91,20,3.09,GU,1691089066
567,berberati,4.2612,15.7922,20.66,99,98,0.61,CF,1691089067
568,kourou,5.1552,-52.6478,31.03,66,14,5.25,GF,1691089067
569,fontanelas,38.8472,-9.4372,22.17,58,20,10.29,PT,1691089067
570,sesheke,-17.4759,24.2968,18.54,41,6,4.5,ZM,1691088921
571,sungai penuh,-2.0833,101.3833,18.18,98,100,1.04,ID,1691089068
572,totness,5.8833,-56.3167,28.78,74,30,1.98,SR,1691089068
573,xai-xai,-25.0519,33.6442,17.3,81,34,2.22,MZ,1691088572
574,marat,25.0701,45.4615,35.38,12,10,4.21,SA,1691089068
575,cuajinicuilapa,16.4667,-98.4167,29.6,74,98,2.18,MX,1691089069
576,valley city,46.9233,-98.0032,30.29,58,0,3.09,US,1691089069
577,antsohihy,-14.8796,47.9875,24.14,59,17,4.76,MG,1691088861
578,hisor,38.525,68.5512,24.86,23,3,0.95,TJ,1691089069
579,salekhard,66.53,66.6019,18.5,76,0,3.94,RU,1691089070
580,ventspils,57.3894,21.5606,18.96,88,75,3.6,LV,1691088604
581,bikenibeu village,1.3673,173.1241,25.98,94,40,1.03,KI,1691088640
